CustomerID,Age,Gender,Region,SubscriptionType,MonthlyCharge,TenureMonths,DataUsageGB,VoiceMinutes,SMSCount,CustomerSatisfaction,SupportTickets,DeviceType,ContractType,PaymentMethod,LastInteraction,Churn,ServiceCalls,PromotionsOpted,Installations,Revenue,Expenses,Profit,MarketShare,EmployeeCount,NewSubscriptions,Cancellations,NetPromoterScore,CustomerLoyaltyIndex,TechnicalIssuesReported,ResolutionTimeDays,DowntimeHours,UptimePercentage,CompetitorOffers,AdCampaigns,SocialMediaMentions,ReferralRate,CustomerLifetimeValue,CustomerAcquisitionCost,R&DSpending
224,42,Female,East,Premium,296.98,148,192.81,1904,639,2,27,Desktop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,52,2,4,72664.25,15224.67,43707.99,39.54,9766,800,437,-77,43,99,12,77,97.81,5,9,3963,36.52,36462.96,4438.71,553373.28
225,42,Female,West,Basic,139.33,92,220.03,6872,912,7,7,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,90,9,3,55580.77,15291.95,5587.49,57.49,4431,266,301,82,78,72,17,65,91.02,3,12,8301,77.93,14361.43,3554.75,560216.51
226,21,Male,North,Basic,166.1,136,260.36,2950,838,7,42,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,75,0,4,17506.7,2834.2,5821.91,20.69,8888,158,323,66,12,34,13,5,93.13,0,10,6168,62.05,27751.34,3643.44,142113.77
227,36,Female,West,Premium,264.42,113,1.76,8653,116,8,35,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,48,9,2,40993.53,14509.1,7493.5,67.22,5189,447,301,-69,82,27,10,67,92.96,3,11,6592,5.26,8358.26,4622.18,743906.01
228,65,Male,West,Enterprise,151.2,118,97.53,401,878,6,16,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,54,1,2,5277.73,39704.57,38530.23,49.9,9032,547,241,93,74,4,2,16,96.65,9,7,3436,18.33,15708.13,3856.49,598226.59
229,21,Male,East,Enterprise,79.88,222,423.57,5669,724,4,7,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,32,8,4,25480.14,39761.58,40390.25,30.11,3464,334,229,3,54,68,12,96,97.79,7,9,4642,58.98,10744.8,2024.05,975516.67
230,60,Female,North,Enterprise,269.05,99,380.47,7443,546,2,47,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,75,9,1,91558.19,37345.46,49733.36,97.62,4349,211,497,87,7,18,15,84,94.09,9,6,8117,1.95,5346.33,2153.5,488956.98
231,30,Female,South,Basic,224.22,89,38.58,4418,168,2,31,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,44,1,4,91837.21,32294.27,33090.1,42.14,3111,386,108,-83,78,9,27,43,97.5,1,4,8107,2.27,40854.88,4737.39,742972.54
232,56,Female,East,Basic,125.54,58,317.45,6840,718,1,20,Tablet,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,1,4,2,79957.57,43968.67,33194.25,59.61,6006,547,333,-48,71,7,9,97,97.36,0,17,117,57.95,39671.42,2325.49,886307.38
233,53,Male,South,Enterprise,156.54,205,10.37,6551,601,9,41,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,72,7,3,3246.37,43340.2,45625.05,88.53,1344,822,295,-70,86,50,19,0,90.48,8,17,5827,75.55,22477.26,2524.21,107779.14
234,40,Female,South,Enterprise,76.51,70,267.1,3900,614,4,48,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,70,8,4,78539.91,19425.18,18444.2,60.95,6230,560,90,-1,91,30,17,45,96.22,1,9,5447,45.03,45534.32,1259.87,764201.62
235,23,Female,North,Basic,32.72,45,80.74,8737,439,2,4,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,62,1,3,26789.3,33430.81,39046.26,63.51,7743,703,420,-43,6,78,9,15,97.99,7,6,7730,14.36,9493.86,2421.22,252890.87
236,41,Male,South,Enterprise,110.52,14,426.73,6123,535,6,2,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,35,7,0,43980.65,44324.13,16303.4,44.63,2049,937,333,-14,86,84,11,16,95.64,6,2,9402,69.29,33186.26,1786.31,745150.77
237,61,Female,North,Enterprise,197.54,167,307.41,6579,854,1,32,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,77,5,1,62695.87,37122.55,20356.63,7.61,2441,293,145,56,25,61,19,42,95.0,4,6,8767,67.84,18051.57,2842.37,895902.48
238,50,Male,West,Basic,99.16,208,31.99,786,342,3,43,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,28,3,0,45425.1,46295.64,43425.98,29.8,9052,414,30,-30,54,59,26,2,94.97,4,12,1753,20.01,25938.95,2238.16,864539.82
239,29,Female,North,Premium,295.87,1,320.63,3498,575,2,29,Laptop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,89,4,4,5020.91,48877.09,8565.92,47.39,5806,161,499,93,74,85,9,16,90.38,2,14,1051,26.05,8325.11,4398.59,637017.12
240,58,Male,East,Basic,48.37,114,446.1,5729,175,5,24,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,63,3,4,92474.83,25638.88,49679.86,43.32,7947,525,484,-95,98,26,15,84,98.33,8,12,6689,32.17,30247.68,2385.95,388899.98
241,38,Female,South,Enterprise,200.61,180,366.85,4905,544,5,37,Tablet,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,27,5,4,4209.68,30029.83,24832.41,73.73,6134,533,487,-89,77,99,23,37,92.19,7,19,5143,13.59,14427.62,3276.5,137115.51
242,28,Male,North,Enterprise,172.94,197,57.6,5085,631,2,10,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,82,1,0,23993.88,23170.05,30813.78,37.6,5298,629,371,-47,63,71,27,44,91.28,9,6,2743,89.89,38375.24,1614.19,136124.53
243,61,Female,East,Premium,20.9,46,332.55,9326,301,1,25,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,22,8,0,38884.31,22057.4,32974.97,83.69,4078,414,290,52,77,70,3,37,95.94,1,9,6262,8.09,24060.66,1340.96,840489.92
244,55,Female,North,Premium,255.31,151,305.35,9292,85,1,3,Mobile,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,10,2,3,94036.54,4946.55,19298.02,33.89,8056,524,204,-10,29,11,25,42,97.65,2,9,5796,73.21,23469.16,3920.22,217004.39
245,46,Male,South,Basic,134.09,31,315.68,6460,379,3,0,Mobile,Annual,PayPal,2022-10-11 22:09:37.540106944,0,57,0,0,48557.77,18683.28,42591.56,83.21,6029,435,132,-53,7,92,12,1,92.68,4,19,6064,5.32,18059.37,4785.06,26579.17
246,65,Female,South,Premium,163.99,33,397.58,6311,492,5,9,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,23,3,3,22639.18,22643.31,29778.62,59.82,3706,218,214,-35,42,39,9,58,91.01,3,19,3116,15.6,11391.69,2946.54,921673.42
247,58,Female,East,Enterprise,223.1,120,152.21,3384,394,9,4,Laptop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,57,8,1,78952.29,30029.75,46296.65,84.21,3321,79,81,1,64,71,7,2,91.52,3,11,1513,44.52,1856.88,4559.9,626440.13
248,20,Male,East,Enterprise,222.54,96,177.73,1246,728,2,24,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,30,5,3,61289.24,6747.6,47303.85,90.94,95,29,439,70,60,31,14,14,92.18,3,13,6549,0.62,34718.35,1554.99,116717.11
249,45,Male,East,Enterprise,243.23,46,100.91,9320,842,7,4,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,1,46,0,0,80952.8,49077.72,35197.1,95.26,391,71,360,91,50,59,3,76,91.13,4,4,1281,17.69,37709.46,3374.35,189480.83
250,37,Female,East,Enterprise,52.02,101,228.59,3138,939,4,33,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,3,9,1,20090.05,18397.14,36145.24,78.07,2202,557,186,60,94,79,18,90,95.47,3,12,7684,55.09,3995.82,1827.77,474108.55
251,43,Male,East,Premium,290.31,132,204.92,9852,489,3,32,Tablet,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,6,6,1,34333.85,13145.07,22150.98,77.5,8683,239,99,-89,59,10,1,32,94.48,9,3,5605,71.55,39875.15,2468.49,74481.63
252,41,Female,South,Enterprise,263.65,189,42.05,1168,191,3,11,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,3,0,4,49996.59,20786.41,12437.07,10.22,562,719,200,46,45,28,22,91,99.87,5,15,8524,76.26,44447.48,3117.29,222993.03
253,69,Female,West,Enterprise,267.84,164,121.3,4052,441,9,29,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,80,1,2,53288.44,24245.19,33887.32,71.24,2478,394,345,27,52,6,1,70,99.76,1,11,8601,46.78,32343.28,1949.76,806661.9
254,64,Male,East,Enterprise,202.32,20,59.96,2638,620,8,34,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,80,3,3,26105.67,17473.88,20270.98,62.49,1129,872,204,-76,92,89,27,42,96.05,1,3,6970,58.9,5720.16,4709.18,326499.09
255,38,Male,West,Basic,101.02,99,277.25,7903,840,7,48,Tablet,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,35,6,0,73356.36,38566.33,33838.41,45.22,3615,247,283,32,19,26,13,59,93.0,3,2,2756,39.82,47890.75,920.8,371936.84
256,47,Female,East,Basic,217.14,146,93.63,4143,923,9,35,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,82,1,0,5418.38,47683.11,22299.49,55.66,1941,639,411,35,82,54,29,93,93.68,6,6,747,71.83,5671.75,4481.0,348423.94
257,21,Male,East,Enterprise,236.51,237,162.8,912,304,9,33,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,42,6,0,76023.96,11534.17,14288.37,76.81,6534,152,365,-68,39,17,13,39,95.11,3,3,5023,45.4,16269.26,1219.38,203194.36
258,53,Female,East,Premium,84.19,4,408.53,559,824,9,27,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,90,0,0,51634.55,2746.59,30843.26,36.32,3174,81,22,43,19,12,28,81,93.7,8,6,3141,38.03,46611.04,311.73,779852.41
259,57,Male,South,Premium,259.48,189,285.92,5626,807,7,32,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,86,9,0,89900.78,28517.23,5030.89,77.9,6550,987,394,-99,4,90,29,46,99.56,9,11,5690,71.77,27491.2,2209.8,653992.93
260,27,Female,West,Basic,157.37,201,259.79,8302,490,1,12,Laptop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,95,5,0,43578.95,32168.5,37092.26,12.04,2006,171,343,13,31,99,6,93,92.16,3,2,4185,86.91,20800.89,2224.46,919684.41
261,27,Female,South,Basic,85.19,66,472.18,22,668,7,12,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,44,4,3,3506.13,42859.38,43215.57,89.99,4739,323,495,-12,20,66,28,52,97.6,5,11,5280,24.84,30880.66,4387.14,871923.63
262,59,Female,North,Premium,290.6,144,218.68,2019,654,9,3,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,14,1,0,65089.4,45278.89,10758.25,24.1,4042,268,411,65,42,67,24,48,95.1,1,6,4492,87.69,42197.31,2565.22,368096.62
263,41,Female,East,Basic,278.33,106,441.82,4427,116,2,35,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,1,13,1,2,8478.6,1052.74,12818.65,53.23,3292,436,217,18,72,28,19,73,96.38,1,14,444,69.46,13977.06,4188.76,915452.59
264,21,Female,East,Basic,220.63,9,288.93,7590,30,3,5,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,62,6,2,13629.66,9401.32,21456.85,41.63,6974,170,419,-19,10,67,26,81,93.05,1,10,3172,93.03,9732.82,4183.04,11869.35
265,64,Female,West,Enterprise,171.32,121,202.67,2121,415,6,7,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,27,2,0,99359.79,16645.13,18531.33,7.8,5977,889,82,16,42,98,23,63,99.74,2,9,539,65.61,23110.19,2864.83,153388.42
266,44,Female,South,Premium,122.79,53,173.04,2945,382,2,32,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,27,9,4,68254.37,15916.99,45729.37,82.85,1169,977,128,-69,44,54,12,74,97.48,2,14,1757,31.75,42754.49,1596.44,611823.26
267,68,Male,South,Enterprise,267.04,151,451.69,2447,64,2,36,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,85,2,4,66347.49,24912.6,17880.42,12.99,5425,803,220,59,21,20,16,12,93.59,6,4,6543,88.61,6651.9,168.82,787367.32
268,62,Male,South,Basic,236.57,11,282.62,5908,832,9,22,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,1,49,1,2,34192.86,7430.4,49225.85,51.08,6619,931,323,93,8,1,13,95,95.32,4,19,843,49.51,45293.51,731.95,368051.33
269,21,Male,East,Basic,234.83,45,125.86,858,139,6,18,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,29,2,4,54642.41,42420.47,33320.84,18.73,2930,407,437,16,55,84,14,1,91.14,9,17,4583,24.65,39303.45,4631.72,161891.19
270,49,Female,West,Basic,161.91,141,259.73,8364,293,9,27,Mobile,Annual,PayPal,2022-10-11 22:09:37.540106944,0,50,6,2,39025.1,26278.51,19346.89,96.96,8529,114,297,-48,35,94,9,25,97.39,6,9,932,95.1,26348.34,3870.26,738929.21
271,27,Male,North,Basic,31.47,4,124.89,1420,640,9,31,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,74,1,4,45114.67,49106.15,3612.72,64.51,5257,51,251,-100,95,32,16,24,98.96,8,18,2178,56.8,36207.62,822.26,156913.85
272,28,Male,North,Premium,176.3,23,120.33,9455,631,2,13,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,49,4,0,23630.32,31302.16,16880.55,25.72,6031,888,126,57,67,29,27,77,96.69,7,18,328,61.57,19614.7,3637.05,637531.3
273,45,Male,South,Premium,257.42,141,64.57,9833,876,8,6,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,42,3,4,50256.99,20679.62,4314.51,81.92,9617,829,155,-44,9,15,8,94,97.38,4,14,8522,71.86,25724.41,1887.76,392188.22
274,63,Male,West,Premium,162.03,154,344.65,5940,290,6,26,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,49,3,4,4405.71,16909.78,10020.04,3.31,6260,92,303,29,45,6,5,44,91.21,8,11,8783,29.54,21144.91,760.47,3763.46
275,25,Female,South,Premium,227.73,182,390.52,1019,891,7,7,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,1,97,2,3,72561.92,43337.67,6105.67,30.15,6001,836,260,53,46,41,19,55,96.71,8,17,7980,11.85,1801.26,1626.5,281869.86
276,57,Female,South,Enterprise,152.37,91,161.81,7877,18,9,29,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,97,5,3,71257.65,43970.35,34979.29,57.87,2090,946,146,-34,48,10,2,40,92.96,2,3,9652,80.51,15972.73,2112.11,816653.87
277,39,Male,South,Enterprise,176.72,41,204.65,4821,800,9,35,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,23,9,4,80778.46,12555.89,18124.86,23.91,3068,879,134,-56,21,90,16,30,97.86,0,17,7157,43.45,21440.57,4038.0,292742.65
278,51,Female,North,Enterprise,32.92,170,396.53,796,422,8,29,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,55,2,1,7193.82,24772.43,45497.97,79.62,7500,422,205,-82,90,5,17,57,95.12,6,19,4707,17.95,43347.07,288.38,757176.9
279,62,Female,North,Basic,106.91,129,8.15,2439,927,6,22,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,74,5,0,54302.35,21888.69,15979.09,86.97,9862,197,466,-49,73,15,18,19,97.19,2,17,5368,34.5,16855.64,1532.42,669576.25
280,52,Female,South,Premium,271.49,184,166.42,8723,395,3,44,Laptop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,86,0,2,28888.31,43367.77,18117.59,54.25,1991,463,171,-23,39,92,26,92,92.77,7,6,4630,69.09,41183.72,1803.36,399700.77
281,52,Female,West,Premium,106.45,60,153.8,3209,893,5,48,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,29,7,3,17624.81,11798.13,13341.02,79.23,2802,398,264,-69,47,67,5,48,99.04,3,4,1640,67.13,23458.69,812.33,847109.6
282,42,Female,North,Premium,147.0,231,271.73,9242,118,9,34,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,2,1,1,26201.76,7972.77,47969.38,88.43,9780,870,345,17,5,59,15,6,92.7,7,5,3318,21.96,49534.06,3861.89,193643.14
283,51,Male,South,Enterprise,179.51,181,447.43,2196,215,9,33,Tablet,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,99,0,1,39245.04,22733.71,7708.31,5.1,8064,55,17,32,78,53,22,74,92.01,9,17,4121,31.24,26505.25,103.91,109321.97
284,23,Female,North,Basic,234.33,156,20.26,7526,210,3,36,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,24,6,4,32428.29,22929.73,10557.03,53.17,652,85,51,68,16,87,14,40,92.57,4,6,8784,83.5,21432.48,1892.86,300695.39
285,58,Male,East,Basic,89.48,41,421.39,3620,923,9,46,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,9,6,2,36252.08,15233.74,29656.1,92.83,2557,460,208,20,19,72,28,83,98.87,1,3,7619,42.12,22830.0,3348.12,545449.92
286,54,Female,East,Basic,40.35,229,278.56,5279,801,6,47,Laptop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,98,1,1,11959.43,40686.36,45732.71,4.79,2755,573,340,19,49,42,5,56,93.81,5,16,1947,37.34,14440.42,566.78,805763.1
287,18,Male,North,Enterprise,260.73,214,293.83,4393,777,7,26,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,32,2,3,95981.78,41116.98,18360.42,80.82,5850,683,337,15,66,91,5,6,90.34,2,13,4609,78.93,4252.8,3371.09,604195.11
288,29,Male,South,Premium,219.97,22,478.48,8404,901,1,15,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,49,6,4,60136.47,34807.69,44887.63,5.22,9140,976,461,-2,16,37,13,37,92.1,0,5,9001,46.87,11233.77,2959.29,161773.88
289,52,Female,North,Enterprise,235.99,199,64.14,9872,708,6,21,Mobile,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,87,4,2,1602.47,47659.66,46987.55,59.36,4400,360,256,26,53,25,7,80,97.0,1,18,167,80.05,31273.74,2758.4,346204.19
290,23,Male,West,Premium,67.83,77,138.32,9632,510,7,8,Desktop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,31,2,1,87543.64,4961.62,38868.5,98.85,6478,83,466,51,2,17,27,5,90.51,7,2,6111,98.17,24580.36,4831.72,387197.64
291,34,Female,South,Basic,152.28,136,115.03,4571,643,6,40,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,64,6,2,21096.24,47288.94,27197.73,42.22,6834,890,421,-6,9,96,27,34,91.04,1,15,4023,89.18,49795.27,358.81,406328.1
292,26,Male,South,Premium,147.67,132,234.42,2508,109,5,19,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,58,0,0,16998.61,8068.35,40727.17,80.38,887,435,414,-44,39,87,25,12,92.75,5,14,6704,0.24,42751.77,3978.56,581601.52
293,19,Male,South,Basic,160.94,203,289.91,6191,459,7,34,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,69,9,4,50515.59,36334.96,45779.31,57.61,3376,792,340,85,71,78,5,93,96.16,1,13,3604,75.89,4727.53,4319.47,850282.0
294,35,Female,South,Basic,277.12,28,363.93,151,524,2,38,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,17,6,1,1179.07,22544.54,48312.74,61.71,6366,977,105,-39,48,79,16,20,90.0,7,0,929,85.58,17215.24,1622.98,632558.41
295,66,Male,West,Basic,297.67,186,26.52,9106,841,1,27,Desktop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,60,4,1,83593.86,26523.64,7787.16,60.37,2385,819,436,-97,96,71,9,93,98.32,7,8,3248,28.86,29722.98,1440.64,785437.36
296,53,Female,North,Premium,28.86,89,213.06,8474,139,9,14,Desktop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,99,9,1,9575.66,19386.48,34490.49,66.11,9163,699,391,-23,87,85,1,10,91.21,5,5,4779,44.64,14534.16,4161.38,890497.81
297,45,Male,North,Enterprise,71.61,178,462.14,4403,909,6,37,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,52,6,0,23898.16,18206.12,12941.64,3.63,6244,683,71,74,48,29,10,91,92.27,6,14,2822,55.21,21601.37,2142.09,620171.53
298,58,Female,East,Basic,255.36,175,231.3,3632,255,1,10,Desktop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,2,0,4,34162.79,30309.43,28814.15,52.13,2633,201,188,-73,39,33,14,50,98.81,0,18,2732,89.2,7081.12,4707.98,90803.29
299,54,Male,South,Premium,44.52,202,408.81,4607,933,3,35,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,1,28,4,4,34629.27,30027.68,4939.11,87.37,4920,645,263,-4,41,71,9,97,99.7,5,6,4506,63.47,42679.79,2823.32,966752.86
300,66,Male,East,Basic,293.14,237,55.99,4941,741,7,33,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,50,2,3,72452.02,35831.95,6798.7,19.62,2913,483,206,-99,12,87,21,74,93.12,6,8,4760,61.22,3759.04,4894.48,510230.02
301,43,Female,West,Premium,217.24,237,144.84,5790,628,4,38,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,43,2,3,14871.86,35972.99,6714.87,8.72,5225,793,390,-97,76,3,27,93,95.77,7,4,3524,18.85,12901.65,928.34,719120.01
302,21,Female,North,Enterprise,23.19,37,367.7,6223,148,9,21,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,14,4,4,89709.32,1971.8,17674.04,43.02,9500,457,296,-2,99,3,13,10,97.72,0,6,8373,61.53,8164.98,2683.2,512300.06
303,57,Male,North,Basic,215.44,9,310.68,7874,307,9,14,Tablet,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,80,7,2,16348.08,27321.67,22813.75,54.19,8934,708,463,-89,76,2,13,15,97.35,8,2,4747,39.88,48009.13,2527.64,510318.3
304,53,Female,South,Basic,106.41,138,221.58,3915,201,6,42,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,92,5,4,68041.93,33457.95,37856.39,40.65,5212,593,390,87,72,99,24,54,93.02,2,3,707,83.36,4500.5,4695.94,275394.87
305,68,Male,North,Basic,160.41,228,334.46,8657,933,5,14,Desktop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,72,2,3,98197.23,39068.96,45313.35,71.58,8726,93,325,3,33,4,6,17,90.22,0,14,9858,20.07,49263.76,927.49,303702.65
306,48,Male,West,Enterprise,59.12,130,385.48,4051,485,2,34,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,47,5,1,74174.39,44489.28,31815.02,2.43,1118,202,390,45,29,62,11,93,90.16,6,1,5541,41.75,27627.3,2004.28,748895.47
307,47,Male,West,Premium,188.98,167,448.75,8768,762,5,23,Mobile,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,63,6,3,76541.3,16637.29,16111.25,38.88,2089,981,215,56,48,26,8,80,91.16,8,19,3665,9.53,28018.51,3449.74,570235.07
308,67,Female,South,Basic,79.75,149,220.18,2204,537,8,27,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,71,8,4,33290.4,19993.36,22424.38,15.57,3729,497,278,67,32,9,20,56,95.52,0,18,7452,30.9,31962.55,2581.0,650633.52
309,51,Female,East,Basic,99.19,46,321.3,8932,557,2,39,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,92,1,0,59834.04,5393.22,17657.57,7.02,6194,29,306,-34,74,79,24,76,99.54,4,17,4291,73.18,14517.83,1000.46,522680.51
310,36,Female,South,Enterprise,214.9,90,190.73,3175,771,8,16,Desktop,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,1,23,1,2,2691.33,22505.12,29797.95,3.65,6557,296,220,-48,88,0,1,92,99.53,2,7,6758,47.25,44241.35,4194.21,900114.33
311,35,Male,West,Premium,75.67,173,463.52,9534,531,9,35,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,8,8,0,66523.44,45833.18,31592.54,22.32,1257,185,75,-11,53,80,13,4,94.87,7,0,9446,37.97,43937.75,3459.36,863771.97
312,47,Male,North,Enterprise,100.86,90,240.34,1722,910,7,17,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,76,3,2,59733.71,15113.78,39795.98,41.27,5699,665,424,44,93,88,18,6,94.94,9,10,9505,43.31,23341.86,4154.96,455581.64
313,38,Male,North,Enterprise,44.33,198,205.26,4559,179,8,29,Laptop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,53,4,0,62011.48,12284.11,10713.73,90.82,4933,297,391,72,64,60,19,62,90.36,7,15,7258,4.55,16227.32,2433.32,217094.77
314,20,Female,North,Basic,188.11,65,469.74,6370,374,6,40,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,20,1,3,82867.45,8674.68,9243.77,11.68,7927,580,35,11,68,72,5,50,90.27,6,16,9281,80.82,1493.16,4664.07,238085.07
315,23,Male,West,Premium,87.17,104,0.98,326,857,3,5,Mobile,Annual,Debit Card,2022-10-11 22:09:37.540106944,1,89,9,1,49923.35,29238.55,26300.64,86.73,4076,65,146,18,87,17,3,49,91.28,5,11,2840,8.86,21530.77,1918.54,582031.29
316,55,Female,East,Basic,266.83,59,165.99,7725,386,7,29,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,30,7,3,93981.97,26409.12,4671.59,54.5,4943,698,432,-13,16,2,22,44,91.02,9,13,3271,99.29,46177.86,3053.14,580349.19
317,30,Female,South,Basic,185.58,199,419.1,392,74,8,33,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,95,3,2,53899.43,22620.37,14887.59,66.05,2585,678,254,32,80,36,2,42,95.51,4,6,8822,55.82,47923.8,2759.7,74873.83
318,62,Female,East,Enterprise,82.09,71,225.72,7373,566,2,45,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,21,7,2,28884.37,13739.94,49011.66,88.87,3199,492,271,-24,69,11,25,30,94.36,6,19,7590,86.85,24932.31,2684.22,677890.82
319,20,Female,North,Enterprise,22.04,104,174.19,2447,391,9,15,Laptop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,30,0,2,4151.63,48882.68,40410.23,41.45,3754,130,139,99,44,72,21,83,90.15,2,6,938,2.59,11620.59,1957.21,276270.77
